MOVESScenarioID,MOVESRunID,yearID,monthID,dayID,hourID,zoneID,pollutantID,processID,sourceTypeID,regClassID,SCC,fuelTypeID,modelYearID,temperature,relHumidity,ratePerVehicle
moves_anywhere,1,2025,0,0,0,361090,119,2,42,46,,1,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,42,42,,1,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,41,47,,1,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,41,46,,1,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,41,42,,1,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,32,41,,1,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,32,30,,1,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,31,41,,1,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,31,30,,1,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,21,20,,1,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,119,2,11,10,,1,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,118,91,62,49,,2,0,50.64447784423828,66.76747131347656,1.490846379681443e-8
moves_anywhere,1,2025,0,0,0,361090,118,91,62,47,,2,0,50.64447784423828,66.76747131347656,1.0141364192861602e-8
moves_anywhere,1,2025,0,0,0,361090,118,91,62,46,,2,0,50.64447784423828,66.76747131347656,1.073015187813553e-8
moves_anywhere,1,2025,0,0,0,361090,118,90,62,49,,2,0,50.64447784423828,66.76747131347656,7.623093978281759e-8
moves_anywhere,1,2025,0,0,0,361090,118,90,62,47,,2,0,50.64447784423828,66.76747131347656,1.6371263233949662e-9
moves_anywhere,1,2025,0,0,0,361090,118,90,62,46,,2,0,50.64447784423828,66.76747131347656,7.342112473551765e-10
moves_anywhere,1,2025,0,0,0,361090,118,17,62,49,,2,0,50.64447784423828,66.76747131347656,2.799957954380261e-8
moves_anywhere,1,2025,0,0,0,361090,118,17,62,47,,2,0,50.64447784423828,66.76747131347656,8.106973425903163e-10
moves_anywhere,1,2025,0,0,0,361090,118,17,62,46,,2,0,50.64447784423828,66.76747131347656,7.163066806370466e-10
moves_anywhere,1,2025,0,0,0,361090,118,16,32,30,,5,0,50.64447784423828,66.76747131347656,1.1784216269461467e-7
moves_anywhere,1,2025,0,0,0,361090,118,16,31,30,,5,0,50.64447784423828,66.76747131347656,1.0584842868865962e-7
moves_anywhere,1,2025,0,0,0,361090,118,16,21,20,,5,0,50.64447784423828,66.76747131347656,7.290909564972026e-8
moves_anywhere,1,2025,0,0,0,361090,118,16,61,47,,3,0,50.64447784423828,66.76747131347656,8.025484277141004e-9
moves_anywhere,1,2025,0,0,0,361090,118,16,54,47,,3,0,50.64447784423828,66.76747131347656,2.826807588007796e-8
moves_anywhere,1,2025,0,0,0,361090,118,16,53,47,,3,0,50.64447784423828,66.76747131347656,3.073717724788594e-9
moves_anywhere,1,2025,0,0,0,361090,118,16,52,47,,3,0,50.64447784423828,66.76747131347656,1.628820989196811e-8
moves_anywhere,1,2025,0,0,0,361090,118,16,51,47,,3,0,50.64447784423828,66.76747131347656,1.554247752721949e-8
moves_anywhere,1,2025,0,0,0,361090,118,16,43,47,,3,0,50.64447784423828,66.76747131347656,1.7614373959418117e-8
moves_anywhere,1,2025,0,0,0,361090,118,16,42,48,,3,0,50.64447784423828,66.76747131347656,1.659617154814441e-8
moves_anywhere,1,2025,0,0,0,361090,118,16,41,47,,3,0,50.64447784423828,66.76747131347656,2.3286059303018192e-8
moves_anywhere,1,2025,0,0,0,361090,118,16,62,49,,2,0,50.64447784423828,66.76747131347656,2.5930621632141992e-6
moves_anywhere,1,2025,0,0,0,361090,118,16,62,47,,2,0,50.64447784423828,66.76747131347656,1.540535095045925e-7
moves_anywhere,1,2025,0,0,0,361090,118,16,62,46,,2,0,50.64447784423828,66.76747131347656,4.492070715400587e-8
moves_anywhere,1,2025,0,0,0,361090,118,16,61,49,,2,0,50.64447784423828,66.76747131347656,1.847632233875629e-6
moves_anywhere,1,2025,0,0,0,361090,118,16,61,47,,2,0,50.64447784423828,66.76747131347656,7.108409505462987e-8
moves_anywhere,1,2025,0,0,0,361090,118,16,61,46,,2,0,50.64447784423828,66.76747131347656,5.719233797663037e-8
moves_anywhere,1,2025,0,0,0,361090,118,16,54,47,,2,0,50.64447784423828,66.76747131347656,1.860117322394217e-7
moves_anywhere,1,2025,0,0,0,361090,118,16,54,46,,2,0,50.64447784423828,66.76747131347656,4.0991187688632635e-7
moves_anywhere,1,2025,0,0,0,361090,118,16,54,42,,2,0,50.64447784423828,66.76747131347656,4.5787334101987653e-7
moves_anywhere,1,2025,0,0,0,361090,118,16,54,41,,2,0,50.64447784423828,66.76747131347656,0
moves_anywhere,1,2025,0,0,0,361090,118,16,53,47,,2,0,50.64447784423828,66.76747131347656,4.7036643024966907e-8
moves_anywhere,1,2025,0,0,0,361090,118,16,53,46,,2,0,50.64447784423828,66.76747131347656,4.504946105043928e-8
moves_anywhere,1,2025,0,0,0,361090,118,16,53,42,,2,0,50.64447784423828,66.76747131347656,2.44389575243531e-8
moves_anywhere,1,2025,0,0,0,361090,118,16,53,41,,2,0,50.64447784423828,66.76747131347656,8.504063231384862e-9
moves_anywhere,1,2025,0,0,0,361090,118,16,52,47,,2,0,50.64447784423828,66.76747131347656,2.1217097412318253e-7
moves_anywhere,1,2025,0,0,0,361090,118,16,52,46,,2,0,50.64447784423828,66.76747131347656,2.0343826179214375e-7
moves_anywhere,1,2025,0,0,0,361090,118,16,52,42,,2,0,50.64447784423828,66.76747131347656,1.4866611763864057e-7
moves_anywhere,1,2025,0,0,0,361090,118,16,52,41,,2,0,50.64447784423828,66.76747131347656,2.6877975400907417e-8
moves_anywhere,1,2025,0,0,0,361090,118,16,51,47,,2,0,50.64447784423828,66.76747131347656,2.8664402407230227e-7
moves_anywhere,1,2025,0,0,0,361090,118,16,51,46,,2,0,50.64447784423828,66.76747131347656,3.2084707868307305e-7
moves_anywhere,1,2025,0,0,0,361090,118,16,51,42,,2,0,50.64447784423828,66.76747131347656,1.5276181386525423e-7
moves_anywhere,1,2025,0,0,0,361090,118,16,43,47,,2,0,50.64447784423828,66.76747131347656,3.186972890034667e-7
moves_anywhere,1,2025,0,0,0,361090,118,16,43,46,,2,0,50.64447784423828,66.76747131347656,3.3959844358832925e-7
moves_anywhere,1,2025,0,0,0,361090,118,16,43,42,,2,0,50.64447784423828,66.76747131347656,5.516633336810628e-7
moves_anywhere,1,2025,0,0,0,361090,118,16,43,41,,2,0,50.64447784423828,66.76747131347656,1.6128518609548337e-6
moves_anywhere,1,2025,0,0,0,361090,118,16,42,48,,2,0,50.64447784423828,66.76747131347656,8.613295676695998e-8
moves_anywhere,1,2025,0,0,0,361090,118,16,42,46,,2,0,50.64447784423828,66.76747131347656,3.521892324442888e-7
moves_anywhere,1,2025,0,0,0,361090,118,16,42,42,,2,0,50.64447784423828,66.76747131347656,6.404266059689689e-7
moves_anywhere,1,2025,0,0,0,361090,118,16,41,47,,2,0,50.64447784423828,66.76747131347656,3.9722215205983957e-7
moves_anywhere,1,2025,0,0,0,361090,118,16,41,46,,2,0,50.64447784423828,66.76747131347656,7.93244964825135e-7
moves_anywhere,1,2025,0,0,0,361090,118,16,41,42,,2,0,50.64447784423828,66.76747131347656,1.080495508176682e-6
moves_anywhere,1,2025,0,0,0,361090,118,16,32,41,,2,0,50.64447784423828,66.76747131347656,2.8363066917336255e-7
moves_anywhere,1,2025,0,0,0,361090,118,16,32,30,,2,0,50.64447784423828,66.76747131347656,6.49368075755774e-7
moves_anywhere,1,2025,0,0,0,361090,118,16,31,41,,2,0,50.64447784423828,66.76747131347656,3.0199268508113164e-7
moves_anywhere,1,2025,0,0,0,361090,118,16,31,30,,2,0,50.64447784423828,66.76747131347656,4.43232892166634e-7
