monthID,zoneID,hourID,temperature,relHumidity
9,360850,17,74,56
9,360850,18,73,57
9,360850,19,72,61
9,360850,20,71,61
9,360850,21,68,69
9,360850,22,68,73
9,360850,23,68,71
9,360850,24,66,72
10,360850,1,53,78
10,360850,2,52,78
10,360850,3,51,80
10,360850,4,51,81
10,360850,5,51,81
10,360850,6,50,82
10,360850,7,51,81
10,360850,8,52,80
10,360850,9,57,72
10,360850,10,59,67
10,360850,11,60,63
10,360850,12,62,61
10,360850,13,62,60
10,360850,14,63,55
10,360850,15,63,57
10,360850,16,62,60
10,360850,17,61,60
10,360850,18,60,65
10,360850,19,59,70
10,360850,20,58,68
10,360850,21,57,70
10,360850,22,55,72
10,360850,23,54,74
10,360850,24,53,78
11,360850,1,48,68
11,360850,2,48,69
11,360850,3,48,72
11,360850,4,47,71
11,360850,5,47,72
11,360850,6,46,73
11,360850,7,48,73
11,360850,8,47,69
11,360850,9,50,64
11,360850,10,52,59
11,360850,11,56,55
11,360850,12,56,54
11,360850,13,58,52
11,360850,14,58,47
11,360850,15,58,48
11,360850,16,57,53
11,360850,17,55,53
11,360850,18,54,56
11,360850,19,53,56
11,360850,20,52,56
11,360850,21,51,61
11,360850,22,50,63
11,360850,23,48,65
11,360850,24,49,66
12,360850,1,37,67
12,360850,2,36,67
12,360850,3,37,68
12,360850,4,38,72
12,360850,5,37,70
12,360850,6,38,71
12,360850,7,36,70
12,360850,8,36,69
12,360850,9,39,67
12,360850,10,40,62
12,360850,11,42,59
12,360850,12,44,57
12,360850,13,44,56
12,360850,14,44,56
12,360850,15,44,63
12,360850,16,42,57
12,360850,17,42,61
12,360850,18,42,63
12,360850,19,40,60
12,360850,20,40,61
12,360850,21,40,66
12,360850,22,39,66
12,360850,23,39,66
12,360850,24,37,68
