MonthID,ZoneID,HourID,Temperature,relHumidity,FIP
6,360850,14,81,43,36085
6,360850,15,80,46,36085
6,360850,16,80,47,36085
6,360850,17,78,49,36085
6,360850,18,78,49,36085
6,360850,19,77,51,36085
6,360850,20,75,55,36085
6,360850,21,74,59,36085
6,360850,22,73,59,36085
6,360850,23,72,61,36085
6,360850,24,70,65,36085
7,360850,1,78,64,36085
7,360850,2,77,66,36085
7,360850,3,76,70,36085
7,360850,4,75,71,36085
7,360850,5,74,72,36085
7,360850,6,75,72,36085
7,360850,7,78,64,36085
7,360850,8,79,60,36085
7,360850,9,83,52,36085
7,360850,10,85,47,36085
7,360850,11,87,45,36085
7,360850,12,89,42,36085
7,360850,13,89,42,36085
7,360850,14,89,40,36085
7,360850,15,89,41,36085
7,360850,16,88,45,36085
7,360850,17,87,46,36085
7,360850,18,86,49,36085
7,360850,19,85,51,36085
7,360850,20,84,52,36085
7,360850,21,82,57,36085
7,360850,22,81,58,36085
7,360850,23,80,61,36085
7,360850,24,79,64,36085
8,360850,1,75,70,36085
8,360850,2,75,72,36085
8,360850,3,74,74,36085
8,360850,4,73,76,36085
8,360850,5,73,77,36085
8,360850,6,73,78,36085
8,360850,7,76,73,36085
8,360850,8,76,70,36085
8,360850,9,80,60,36085
8,360850,10,83,53,36085
8,360850,11,83,52,36085
8,360850,12,85,47,36085
8,360850,13,86,46,36085
8,360850,14,86,45,36085
8,360850,15,87,45,36085
8,360850,16,85,47,36085
8,360850,17,85,46,36085
8,360850,18,84,50,36085
8,360850,19,82,54,36085
8,360850,20,81,55,36085
8,360850,21,79,62,36085
8,360850,22,79,61,36085
8,360850,23,77,66,36085
8,360850,24,76,68,36085
9,360850,1,66,75,36085
9,360850,2,65,74,36085
9,360850,3,65,78,36085
9,360850,4,64,79,36085
9,360850,5,64,80,36085
9,360850,6,63,79,36085
9,360850,7,65,77,36085
9,360850,8,66,73,36085
9,360850,9,69,64,36085
9,360850,10,72,60,36085
9,360850,11,74,55,36085
9,360850,12,75,51,36085
9,360850,13,76,48,36085
9,360850,14,76,49,36085
9,360850,15,76,48,36085
9,360850,16,76,51,36085
9,360850,17,74,56,36085
9,360850,18,73,57,36085
9,360850,19,72,61,36085
9,360850,20,71,61,36085
9,360850,21,68,69,36085
9,360850,22,68,73,36085
9,360850,23,68,71,36085
9,360850,24,66,72,36085
10,360850,1,53,78,36085
10,360850,2,52,78,36085
10,360850,3,51,80,36085
10,360850,4,51,81,36085
10,360850,5,51,81,36085
10,360850,6,50,82,36085
10,360850,7,51,81,36085
10,360850,8,52,80,36085
10,360850,9,57,72,36085
10,360850,10,59,67,36085
10,360850,11,60,63,36085
10,360850,12,62,61,36085
10,360850,13,62,60,36085
10,360850,14,63,55,36085
10,360850,15,63,57,36085
10,360850,16,62,60,36085
10,360850,17,61,60,36085
10,360850,18,60,65,36085
10,360850,19,59,70,36085
10,360850,20,58,68,36085
10,360850,21,57,70,36085
10,360850,22,55,72,36085
10,360850,23,54,74,36085
10,360850,24,53,78,36085
11,360850,1,48,68,36085
11,360850,2,48,69,36085
11,360850,3,48,72,36085
11,360850,4,47,71,36085
11,360850,5,47,72,36085
11,360850,6,46,73,36085
11,360850,7,48,73,36085
11,360850,8,47,69,36085
11,360850,9,50,64,36085
11,360850,10,52,59,36085
11,360850,11,56,55,36085
11,360850,12,56,54,36085
11,360850,13,58,52,36085
11,360850,14,58,47,36085
11,360850,15,58,48,36085
11,360850,16,57,53,36085
11,360850,17,55,53,36085
11,360850,18,54,56,36085
11,360850,19,53,56,36085
11,360850,20,52,56,36085
11,360850,21,51,61,36085
11,360850,22,50,63,36085
11,360850,23,48,65,36085
11,360850,24,49,66,36085
12,360850,1,37,67,36085
12,360850,2,36,67,36085
12,360850,3,37,68,36085
12,360850,4,38,72,36085
12,360850,5,37,70,36085
12,360850,6,38,71,36085
12,360850,7,36,70,36085
12,360850,8,36,69,36085
12,360850,9,39,67,36085
12,360850,10,40,62,36085
12,360850,11,42,59,36085
12,360850,12,44,57,36085
12,360850,13,44,56,36085
12,360850,14,44,56,36085
12,360850,15,44,63,36085
12,360850,16,42,57,36085
12,360850,17,42,61,36085
12,360850,18,42,63,36085
12,360850,19,40,60,36085
12,360850,20,40,61,36085
12,360850,21,40,66,36085
12,360850,22,39,66,36085
12,360850,23,39,66,36085
12,360850,24,37,68,36085
